,CompLex_complexity,WCL_complexity,SemEval2016_complexity,BEA2018_News_binaryComplexity,BEA2018_News_probabilisticComplexity,BEA2018_WikiNews_binaryComplexity,BEA2018_WikiNews_probabilisticComplexity,BEA2018_Wikipedia_binaryComplexity,BEA2018_Wikipedia_probabilisticComplexity,token,lowercase_tokens
500,,(2.8571+0j),,,,,,,,,advertise
501,,(2.8571+0j),(2.2143+0j),,,,,,,,advertised
502,,(3.1667+0j),(3.1667+0j),,,,,(1+0j),(0.15+0j),,advertisement
503,,(2.8333+0j),,,,,,(1+0j),(0.1+0j),,advertisements
504,,(3.3333+0j),,,,,,,,,advertiser
505,,(3.1667+0j),,,,,,,,,advertisers
506,,(2.7143+0j),,(0.6666666666666666+0j),(0.05000000000000001+0j),,,(1+0j),(0.15+0j),,advertising
507,,,,,,,,(1+0j),(0.05+0j),,advertising poster
508,,(3.2+0j),,,,,,,,,adverts
509,,(2.4286+0j),(3.56665+0j),,,,,,,,advice
510,,(2.4+0j),,(1+0j),(0.05+0j),,,,,,advise
511,,(2.8+0j),,,,,,,,,advised
512,,(2.5714+0j),,,,,,,,,adviser
513,,(2.4286+0j),,0j,0j,,,,,,advisers
514,,(3.2+0j),,,,,,,,,advising
515,,(2.6667+0j),,,,,,,,,advisor
516,,(3.2857+0j),(2+0j),,,,,,,,advisories
517,,(3.1429+0j),,,,,,,,,advisors
518,,(3.5714+0j),,,,,,,,,advisory
519,,(4.1667+0j),,,,,,,,,advocacy
520,,(3.2857+0j),,,,,,,,,advocate
521,,,(1.8333+0j),,,(1+0j),(0.75+0j),,,,advocated
522,,(3.5+0j),,,,,,,,,advocates
523,,,(2.7143+0j),,,,,,,,advocating
524,,,,0j,0j,,,,,,adwords
525,,,,,,,,0j,0j,,adzuki
526,,,,,,,,(0.75+0j),(0.0875+0j),,aemilian
527,,,,,,,,(0.5+0j),(0.125+0j),,aemilianus
528,,,,,,,,0j,0j,,aemilius
529,,,,,,,,(1+0j),(0.05+0j),,aemilius aemilianus augustus
530,,,,,,,,,,,aeolis
531,,,,,,(1+0j),(0.1+0j),,,,aerated
532,,,,,,(1+0j),(0.05+0j),,,,aerated concrete
533,,(3.3333+0j),(1.5+0j),,,,,,,,aerial
534,,(2.4+0j),,,,,,,,,aero
535,,,(2+0j),,,,,,,,aerobic
536,,,,,,,,,,,aerobics
537,,,,,,,,,,,aerodynamic
538,,,,,,(1+0j),(0.85+0j),,,,aerodynamics
539,,,,,,,,,,,aeronautical
540,,,,,,,,,,,aeroplane
541,,,,,,,,(1+0j),(0.5+0j),,aerosol
542,,,,,,,,(1+0j),(0.1+0j),,aerosol boom
543,,(3.5+0j),,,,,,(1+0j),(0.45+0j),,aerospace
544,,,,,,,,(1+0j),(0.15+0j),,aerospace engineering
545,,(3.4286+0j),,,,,,(1+0j),(0.55+0j),,aesthetic
546,,,,,,,,(1+0j),(0.2+0j),,aesthetic values
547,,,,,,,,,,,aethereus
548,,,,,,,,,,,aethiopicus
549,,,,,,,,,,,af
550,,,,,,,,,,,afero
551,,(2.8571+0j),(1.5714+0j),(1+0j),(0.1+0j),,,,,,affair
552,,(2.6667+0j),(3.64285+0j),0j,0j,(1+0j),(0.1+0j),,,,affairs
553,(0.4117647058823529+0j),,,,,,,,,,affairs commentator
554,,(2.1429+0j),(2.1667+0j),(0.5+0j),(0.1+0j),,,,,,affect
555,,(2.5+0j),(1.8651000000000002+0j),,,(0.5+0j),(0.1+0j),,,,affected
556,,(2.4286+0j),,,,(1+0j),(0.05+0j),,,,affecting
557,,(3.1667+0j),,,,,,,,,affection
558,,,,,,,,,,,affectionate
559,,,,,,,,,,,affectionately
560,,(1.8571+0j),(1.1667+0j),,,,,,,,affects
561,,(3.7143+0j),,,,,,,,,affiliate
562,,(4.4+0j),,(1+0j),(0.9+0j),,,,,,affiliated
563,,(3.8333+0j),,,,,,,,,affiliates
564,,(3.2857+0j),,,,,,,,,affiliation
565,,,,,,,,,,,affine
566,,(3.7143+0j),(3.2857+0j),,,,,,,,affinity
567,,(3.7143+0j),,,,,,,,,affirmative
568,,(3.1667+0j),,,,,,,,,affirmed
569,,,,,,,,0j,0j,,affleck
570,,,,,,,,,,,affluent
571,,(2.6667+0j),,(1+0j),(0.25+0j),,,,,,afford
572,,(3.1429+0j),,,,(1+0j),(0.1+0j),,,,affordable
573,,,,,,(1+0j),(0.05+0j),,,,affordable care act
574,,(3.1429+0j),,,,,,,,,afforded
575,,(3.1667+0j),,(0.03225806451612903+0j),(0.0016129032258064516+0j),,,,,,afghan
576,,,,(1+0j),(0.15+0j),,,,,,afghan airspace
577,,,,0j,0j,,,,,,afghan civilians
578,,,,0j,0j,,,,,,afghan security
579,,,,0j,0j,,,,,,afghan sovereignty
580,,,,0j,0j,,,,,,afghan troops
581,,,,0j,0j,,,,,,afghan-us
582,,(3.6667+0j),,(0.043478260869565216+0j),(0.0021739130434782613+0j),0j,0j,,,,afghanistan
583,,,,,,(1+0j),(0.05+0j),,,,"afghanistan, syria, and bangladesh"
584,,,,(1+0j),(0.05+0j),,,,,,afghanistan’s
585,,,,(0.17647058823529413+0j),(0.008823529411764707+0j),,,,,,afghans
586,,(3.8333+0j),,,,,,,,,aforementioned
587,,,,(0.8571428571428571+0j),(0.042857142857142864+0j),0j,0j,,,,afp
588,,,,(1+0j),(0.05+0j),,,,,,afp bureau
589,,(2+0j),,,,,,,,,afraid
590,,(1.7143+0j),,,,,,0j,0j,,africa
591,,(2.2857+0j),,,,,,,,,african
592,,,,,,0j,0j,,,,africans
593,,,,,,,,,,,africanus
594,,(1.5+0j),,,,,,,,,after
595,,,,(1+0j),(0.44999999999999996+0j),,,,,,after-effects
596,,,,,,,,,,,after-lunch
597,,,,,,,,,,,afterlife
598,,(3.4+0j),,,,,,,,,aftermath
599,,(1.8333+0j),(1.9405000000000001+0j),0j,0j,,,,,,afternoon
600,,,,,,,,(1+0j),(0.15+0j),,afterward
601,,(2.1429+0j),(3.25+0j),,,(1+0j),(0.1+0j),(1+0j),(0.2+0j),,afterwards
602,,(1.4286+0j),(2.6908071428571425+0j),,,,,,,,again
603,,(1.4+0j),,,,,,,,,against
604,,,(3.1429+0j),,,,,,,,agar
605,,,,,,(1+0j),(0.45+0j),,,,agar-solution
606,,,,,,,,,,,agate
607,,(1.2857+0j),(2.8515916666666663+0j),0j,0j,0j,0j,0j,0j,,age
608,,,(2.6667+0j),,,,,,,,age-order
609,,(1.8571+0j),,0j,0j,0j,0j,,,,aged
610,,,,,,0j,0j,,,,agence
611,,(3+0j),(2.2857+0j),(1+0j),(0.05+0j),(0.3333333333333333+0j),(0.016666666666666666+0j),(1+0j),(0.05+0j),,agencies
612,,(2.5714+0j),,(0.18181818181818182+0j),(0.01363636363636364+0j),0j,0j,,,,agency
613,,(3.1667+0j),(3.5357+0j),,,,,,,,agenda
614,,(1.8571+0j),,,,,,,,,agent
615,,(2+0j),(2.04765+0j),,,,,,,,agents
616,,(1.5714+0j),,,,0j,0j,,,,ages
617,,(3.7143+0j),,,,,,,,,aggregate
618,,,,,,,,,,,aggregated
619,,(3.8333+0j),,,,,,,,,aggregation
620,,(3.4286+0j),,,,,,,,,aggregator
621,,(3.2857+0j),,,,(1+0j),(0.5+0j),,,,aggression
622,,(3.1667+0j),,(1+0j),(0.3+0j),(1+0j),(0.425+0j),,,,aggressive
623,,,,,,0j,0j,,,,aggressive actions
624,,,,,,(1+0j),(0.05+0j),,,,aggressive actions in our vicinity
625,,,,(1+0j),(0.05+0j),,,,,,aggressive acts
626,,,(2.5+0j),,,,,,,,aggressively
627,,,(3+0j),,,,,,,,aggrieved
628,,(1.8571+0j),,,,,,,,,aging
629,,,(3.9166999999999996+0j),,,,,,,,agnathans
630,,(3.3333+0j),,,,,,,,,agnes
631,,(1.1429+0j),(2.285725+0j),0j,0j,0j,0j,,,,ago
632,,,(3.3333+0j),,,,,,,,agony
633,,,(3+0j),,,,,,,,agora
634,,(1.2857+0j),,,,0j,0j,,,,agree
635,,(1.7143+0j),(1.5+0j),0j,0j,0j,0j,0j,0j,,agreed
636,,(2.2857+0j),,(0.3333333333333333+0j),(0.016666666666666666+0j),,,,,,agreeing
637,,(2.1429+0j),(4.1667+0j),(0.5454545454545454+0j),(0.05000000000000002+0j),(0.5+0j),(0.025+0j),,,,agreement
638,,,,0j,0j,,,,,,agreement outlining
639,,(2.6667+0j),,(1+0j),(0.4+0j),,,,,,agreements
640,,(1.8333+0j),(1.8571+0j),,,,,,,,agrees
641,,,,,,,,,,,agribusiness
642,,(3.2857+0j),,,,,,,,,agricultural
643,(0.3035714285714286+0j),,,,,,,,,,agricultural products
644,,,,,,,,,,,agriculturalists
645,,(2.6667+0j),(2.6667+0j),,,,,(1+0j),(0.15+0j),,agriculture
646,,,,,,(1+0j),(0.1+0j),,,,agrofert
647,,,(2.4286+0j),,,,,,,,aground
648,,(5+0j),,,,,,,,,aguilera
649,,,,,,(1+0j),(0.05+0j),,,,agus
650,,,,,,(1+0j),(0.05+0j),,,,agus supriatna
651,,,,,,,,0j,0j,,agustín
652,,,,,,,,(1+0j),(0.1+0j),,agustín de la herrán matorras
653,,,,,,0j,0j,,,,agência
654,,,,,,(1+0j),(0.05+0j),,,,agência brasil
655,,(1.2+0j),,,,,,,,,ah
656,,(1.4+0j),(2.2777666666666665+0j),0j,0j,,,(1+0j),(0.1+0j),,ahead
657,,,,,,,,0j,0j,,ahl
658,,(2.8+0j),,0j,0j,,,,,,ahmad
659,,(2.5714+0j),,,,,,,,,ahmed
660,,,,,,0j,0j,,,,ahmedabad
661,,,,,,,,,,,ahnentafel
662,,(2.1429+0j),,,,,,,,,ai
663,,(1.8333+0j),(3.7071499999999995+0j),(0.2+0j),(0.01+0j),0j,0j,,,,aid
664,,,,(1+0j),(0.05+0j),,,,,,aid groups
665,,,,,,(1+0j),(0.05+0j),,,,aid workers
666,,(2.8333+0j),,,,,,,,,aide
667,,(2.7143+0j),,,,,,,,,aided
668,,,,,,(1+0j),(0.05+0j),,,,aiding
669,,,,,,,,,,,ailing
670,,(1.8571+0j),,0j,0j,,,,,,aim
671,,(2.2857+0j),,(0.5+0j),(0.05+0j),(1+0j),(0.05+0j),,,,aimed
672,,(2.5714+0j),,(1+0j),(0.1+0j),,,,,,aiming
673,,,,0j,0j,,,,,,aiming mortars
674,,(2.1429+0j),(3.1667+0j),,,0j,0j,,,,aims
675,,,,,,,,(0.125+0j),(0.00625+0j),,ain
676,,(1.2857+0j),(3.1190333333333338+0j),0j,0j,0j,0j,0j,0j,,air
677,,,,(1+0j),(0.05+0j),,,,,,air field
678,,,,,,,,,,,air-breathing
679,,,(2.1429+0j),,,,,,,,air-raid
680,,,,,,0j,0j,,,,airasia
681,,(3.4+0j),,,,(1+0j),(0.45+0j),,,,airborne
682,,(2.5714+0j),(2.3793666666666664+0j),0j,0j,(0.75+0j),(0.037500000000000006+0j),(1+0j),(0.2+0j),,aircraft
683,,(2.8571+0j),(2.07145+0j),,,,,(1+0j),(0.15000000000000002+0j),,aired
684,,,,,,,,0j,0j,,aired live
685,,(2.2857+0j),,,,,,,,,airfare
686,,(2.2857+0j),,,,,,,,,airfares
687,,,,,,,,,,,airframes
688,,,,,,,,,,,airing
689,,,,(1+0j),(0.5+0j),(1+0j),(0.75+0j),,,,airlifted
690,,(2.1429+0j),,,,,,,,,airline
691,,,(2.5+0j),,,,,,,,airliner
692,,,,,,,,,,,airliners
693,,(2.2857+0j),,0j,0j,0j,0j,,,,airlines
694,,(2.6+0j),,,,,,,,,airmail
695,,(1.8571+0j),,,,,,,,,airplane
696,,,,,,,,,,,airplay
697,,(2+0j),(3.1667+0j),0j,0j,(0.16666666666666666+0j),(0.008333333333333333+0j),0j,0j,,airport
698,,(1.8571+0j),,,,0j,0j,,,,airports
699,,,(2.5714+0j),,,,,,,,airs
700,,,,,,,,,,,airship
701,,,,,,(1+0j),(0.275+0j),,,,airshow
702,,,,(1+0j),(0.45+0j),(1+0j),(0.25+0j),,,,airspace
703,,,,,,,,,,,airway
704,,(2.4286+0j),,,,,,,,,airways
705,,,,,,,,,,,aisle
706,,,,,,,,,,,aisles
707,,(4.6667+0j),,,,,,,,,ajax
708,,(2.4286+0j),,,,,,,,,aka
709,,,,,,,,(1+0j),(0.05000000000000001+0j),,akilam
710,,(4+0j),,,,,,,,,akon
711,,(3.6667+0j),,,,,,,,,akron
712,,,(2.15+0j),0j,0j,,,0j,0j,,al
713,,,,(0.6666666666666666+0j),(0.03333333333333333+0j),,,,,,al qaeda
714,,,,0j,0j,,,,,,al-assad
715,,,,0j,0j,,,,,,al-burnhanieh
716,,,,0j,0j,,,,,,al-megrahi
717,,,,,,,,,,,al-musta
718,,,,,,,,,,,al-nabawi
719,,,,(0.2+0j),(0.02+0j),,,,,,al-qaeda
720,,,,(1+0j),(0.05+0j),,,,,,al-qaeda-inspired
721,,,,0j,0j,,,,,,al-qaida
722,,,,0j,0j,,,,,,al-tamana
723,,,,0j,0j,,,,,,al-tebbaneh
724,,,,,,,,0j,0j,,al-ʿayn
725,,(3.1667+0j),,,,,,,,,alabama
726,,(3.8+0j),,,,,,,,,alain
727,,(4.8+0j),,,,,,,,,alameda
728,,(4.4+0j),,,,,,,,,alamo
729,,(1.6667+0j),,,,,,,,,alan
730,,(2.3333+0j),,,,,,,,,alarm
731,,,,,,,,,,,alarming
732,,(2.2857+0j),,,,,,,,,alarms
733,,,,,,(1+0j),(0.05+0j),,,,alas
734,,(2.7143+0j),,,,,,,,,alaska
735,,,,(0.2857142857142857+0j),(0.021428571428571432+0j),,,,,,alawite
736,,,,(1+0j),(0.05+0j),,,,,,alawite areas
737,,,,(1+0j),(0.10000000000000002+0j),,,,,,alawite sect
738,,(2.5714+0j),,,,,,,,,alba
739,,(2.8+0j),,,,,,,,,albania
740,,(3.6667+0j),,,,,,0j,0j,,albanian
741,(0.3421052631578947+0j),,,,,,,,,,albanian community
742,,(3.5+0j),,,,,,,,,albany
743,,,,,,,,,,,albedo
744,,,,,,,,,,,albedos
745,,(3.6667+0j),,,,,,,,,albeit
746,,(2.8571+0j),,0j,0j,,,0j,0j,,albert
747,,(2.8571+0j),,,,,,,,,alberta
748,,(3.2857+0j),,,,,,,,,alberto
749,,(3.8+0j),,,,,,,,,albion
750,,,(1.8571+0j),,,,,,,,albopictus
751,,(2+0j),(2.879829411764706+0j),,,,,(0.5+0j),(0.025+0j),,album
752,,(1.8333+0j),,,,,,,,,albums
753,,(5.2+0j),,,,,,,,,albuquerque
754,,,,,,,,0j,0j,,albán
755,,,,,,,,0j,0j,,alc
756,,(3.3333+0j),,,,,,,,,alcatel
757,,,,,,0j,0j,,,,alcaçuz
758,,,,,,,,(0.6666666666666666+0j),(0.23333333333333336+0j),,alchemical
759,,,,,,,,(1+0j),(0.3+0j),,alchemical symbolism
760,,,,,,,,(1+0j),(0.325+0j),,alchemists
761,,,,,,,,(1+0j),(0.65+0j),,alchemy
762,,(2.1667+0j),,,,0j,0j,,,,alcohol
763,,(2.7143+0j),,,,,,,,,alcoholic
764,,,(2.1667+0j),,,,,,,,alcoholism
765,,,,,,,,(0.6+0j),(0.030000000000000006+0j),,aldeburgh
766,,,,,,,,(1+0j),(0.05+0j),,aldeburgh festival
767,,,,,,,,(1+0j),(0.1+0j),,aldeburgh jubilee hall
768,,,,,,,,0j,0j,,aldeburgh music
769,,,(2.8571+0j),,,,,,,,alderman
770,,,,0j,0j,,,,,,aleppo
771,,(2.3333+0j),,,,(1+0j),(0.07500000000000001+0j),,,,alert
772,,,,(1+0j),(0.6+0j),(1+0j),(0.15+0j),,,,alerted
773,,(2.3333+0j),,,,,,,,,alerts
774,,(2+0j),,,,,,0j,0j,,alex
775,,(2.3333+0j),,,,,,,,,alexa
776,,(2.7143+0j),,,,0j,0j,0j,0j,,alexander
777,,,,,,(1+0j),(0.05+0j),,,,alexander hamilton
778,,(3+0j),,,,,,,,,alexandra
779,,(3+0j),,,,,,,,,alexandre
780,,(3.2857+0j),,,,,,,,,alexandria
781,(0.4499999999999999+0j),,,,,,,,,,alexandria sailing
782,,,,,,0j,0j,,,,alexei
783,,,,,,(0.5+0j),(0.025+0j),,,,alexei mechkov
784,,(2.8571+0j),,,,,,,,,alexis
785,,(3.5+0j),,,,,,,,,alfa
786,,,,,,,,0j,0j,,alfons
787,,(2.7143+0j),,,,,,,,,alfred
788,,,,,,,,,,,alga
789,,,(2+0j),,,,,,,,algae
790,,,,,,,,,,,algal
791,,(3.6667+0j),,,,,,,,,algebra
792,,(3.4286+0j),,,,,,,,,algeria
793,,,(2.5714+0j),,,,,,,,alginate
794,,(3.8571+0j),,,,,,,,,algorithm
795,,(4+0j),(4.4+0j),,,,,,,,algorithms
796,,(2.1667+0j),,0j,0j,,,,,,ali
797,,(3.1667+0j),,,,(1+0j),(0.25+0j),,,,alias
798,,,,,,,,,,,aliases
799,,(2.8333+0j),,,,,,,,,alibaba
800,,(2.1429+0j),,,,,,,,,alice
801,,(3.1667+0j),,,,,,,,,alicia
802,,(2.5+0j),,,,,,,,,alien
803,,,,,,,,,,,alienation
804,,(2.5714+0j),(4+0j),,,,,,,,aliens
805,,(3.2+0j),,,,,,,,,alienware
806,,,,(1+0j),(0.95+0j),,,,,,alighting
807,,,,0j,0j,,,,,,alighting in afghanistan
808,,(3.1667+0j),,,,,,,,,align
809,,(3.2857+0j),(2.944466666666667+0j),,,,,,,,aligned
810,,(3.1667+0j),(2.71425+0j),,,,,,,,alignment
811,,,,,,(1+0j),(0.65+0j),,,,aligns
812,,(2+0j),,,,,,,,,alike
813,,,,,,,,,,,aliqua
814,,,(1.6+0j),,,,,,,,aliquid
815,,,,,,,,,,,alis
816,,(2.8333+0j),,,,0j,0j,,,,alison
817,,(5+0j),,,,,,,,,alito
818,,(2+0j),(2.2857+0j),,,0j,0j,,,,alive
819,,(4.8333+0j),,,,,,(1+0j),(0.45+0j),,alkaline
820,,,,,,,,(1+0j),(0.15+0j),,alkaline mires
821,,(1.2857+0j),(2.9047666666666667+0j),,,,,,,,all
822,,,,0j,0j,,,,,,all necessary regulatory approvals
823,,,(2.6667+0j),,,,,,,,all-around
824,,,(2+0j),,,,,,,,all-covered
825,,,,,,,,,,,all-electric
826,,,,,,,,,,,all-harshad
827,,,,,,,,,,,all-new
828,,,,,,,,,,,all-out
829,,,(2.4286+0j),,,,,,,,all-red
830,,,(2.8+0j),,,,,,,,all-rounder
831,,,(2.6667+0j),,,,,,,,all-seated
832,,,,,,,,,,,all-seater
833,,,,,,,,,,,all-seating
834,,,,,,,,0j,0j,,all-star
835,,,(3.5714+0j),,,,,,,,all-time
836,,(2.1667+0j),,,,,,,,,allah
837,,(2.4286+0j),,,,,,,,,allan
838,,,,,,,,,,,allegation
839,,(2.5+0j),,(1+0j),(0.7200000000000001+0j),(1+0j),(0.9166666666666666+0j),,,,allegations
840,,,,0j,0j,,,,,,allegations of corruption
841,,,,0j,0j,,,,,,allegations of election fraud
842,,,,(1+0j),(0.05+0j),,,,,,allegations of inadequate supervision
843,,,,(0.5+0j),(0.025+0j),,,,,,allegations of vote-rigging
844,,,,,,(1+0j),(0.325+0j),,,,allege
845,,,,,,(1+0j),(0.1+0j),,,,allege violations
846,,(3.8333+0j),(5+0j),(1+0j),(0.35000000000000003+0j),(1+0j),(0.325+0j),,,,alleged
847,,,,(1+0j),(0.1+0j),,,,,,alleged ballot-box
848,,,,(1+0j),(0.1+0j),,,,,,alleged ballot-box stuffing
849,,,,(1+0j),(0.05+0j),,,,,,alleged election fraud
850,,,,,,(1+0j),(0.05+0j),,,,alleged shooter
851,,(3.4286+0j),(2.2380999999999998+0j),,,(1+0j),(0.8+0j),,,,allegedly
852,,,,,,(1+0j),(0.1+0j),,,,allegedly slamming
853,,,,,,(1+0j),(0.75+0j),,,,alleges
854,,,(2.4286+0j),,,,,,,,allegories
855,,,,,,,,,,,allegory
856,(0.6805555555555556+0j),,,,,,,,,,allele modification
857,,(2.8333+0j),,,,,,,,,allen
858,,,,,,0j,0j,,,,allentown
859,,(2.5714+0j),,,,,,,,,allergic
860,,(2.8571+0j),,,,,,,,,allergies
861,,(2.5+0j),,,,,,,,,allergy
862,,,,,,(1+0j),(0.05+0j),,,,allerton
863,,(4.2+0j),,,,,,,,,alleviate
864,,,(1.8571+0j),,,,,,,,alleviating
865,,(2.8333+0j),(3.3333+0j),,,,,,,,alley
866,,,,,,,,,,,alleyway
867,,(3.6667+0j),,,,,,,,,alliance
868,,(3.6667+0j),,,,,,,,,alliances
869,,,,,,(1+0j),(0.25+0j),,,,alliantgroup
870,,(2.6+0j),,(1+0j),(0.2+0j),,,,,,allied
871,,,,(1+0j),(0.1+0j),,,,,,allied troops
872,,(2.8571+0j),,,,0j,0j,,,,allies
873,,(3.4286+0j),,,,,,,,,allison
874,,(3.1429+0j),,,,,,,,,allocate
875,,(3.3333+0j),(2.8095+0j),,,,,,,,allocated
876,,(3.8333+0j),(4+0j),,,,,,,,allocation
877,,(3.8+0j),,,,,,,,,allocations
878,,,,,,,,,,,allot
879,,,(2.5+0j),,,,,,,,allotted
880,,(1.4286+0j),(2.7237999999999998+0j),,,,,,,,allow
881,,(2.4286+0j),,,,,,,,,allowable
882,,(3+0j),,,,,,,,,allowance
883,(0.4821428571428571+0j),,,,,,,,,,allowance trading
884,,(3.5714+0j),,,,,,,,,allowances
885,,(1.8333+0j),(2.34285+0j),,,0j,0j,0j,0j,,allowed
886,,(2+0j),(2.86905+0j),,,,,0j,0j,,allowing
887,,(1.4286+0j),,,,,,,,,allows
888,,(3.3333+0j),,,,,,,,,alloy
889,,,,,,,,,,,alloying
890,,,,,,,,,,,alloys
891,(0.3+0j),,,,,,,,,,alluring prostitute
892,,(3.1429+0j),,(1+0j),(0.15+0j),,,,,,ally
893,,(2+0j),,,,,,,,,alma
894,,(4.5+0j),,,,,,,,,almanac
895,,(2.5+0j),,,,,,,,,almond
896,(0.3194444444444444+0j),,,,,,,,,,almond blossoms
897,,(2+0j),(2.9523666666666664+0j),,,,,,,,almost
898,,,(2.8571+0j),,,,,,,,aloft
899,,(1.4286+0j),(3.0119+0j),,,,,,,,alone
900,,(1.8+0j),,,,,,,,,along
901,,,,,,(1+0j),(0.05+0j),,,,along party lines
902,,(2.4286+0j),,(1+0j),(0.25+0j),(1+0j),(0.175+0j),(1+0j),(0.35+0j),,alongside
903,,(1.5714+0j),,,,,,,,,alot
904,,(2.1667+0j),,,,,,,,,aloud
905,,(2.4286+0j),,,,,,,,,alpha
906,,(2.2857+0j),(1.6667+0j),,,,,(1+0j),(0.15+0j),,alphabet
907,,,,,,,,(1+0j),(0.05+0j),,alphabet killer
908,,,,,,,,,,,alphabetic
909,,(2.5714+0j),,,,,,,,,alphabetical
910,,(2.3333+0j),(1.5714+0j),,,,,,,,alphabetically
911,,,,,,,,,,,alphanumeric
912,,,,,,,,0j,0j,,alphonse
913,,(3.1429+0j),,,,,,,,,alpine
914,,(5.4286+0j),,,,,,,,,alprazolam
915,,(3+0j),,,,,,,,,alps
916,,(1.5+0j),(2.89524+0j),,,,,,,,already
917,,(1.7143+0j),,,,,,,,,alright
918,,(1.2857+0j),(2.679492307692308+0j),0j,0j,0j,0j,0j,0j,,also
919,,(3.6+0j),,,,,,,,,alta
920,(0.5958333333333334+0j),,,,,,,,,,altar hearth
921,,,,,,(1+0j),(0.05+0j),,,,alter
922,,(3.5+0j),,,,,,,,,alteration
923,,(3.4286+0j),,,,,,,,,alterations
924,,(3+0j),(4.8333+0j),,,,,(1+0j),(0.4+0j),,altered
925,(0.375+0j),,,,,,,,,,altered mice
926,,(3+0j),,,,,,,,,altering
927,,(3+0j),,,,,,,,,alternate
928,,,(2.8333+0j),,,,,,,,alternating
929,,(3.6667+0j),(2.25+0j),,,,,,,,alternative
930,(0.375+0j),,,,,,,,,,alternative explanation
931,,(2.7143+0j),(2.5714+0j),,,,,,,,alternatively
932,,(3.2857+0j),,,,,,,,,alternatives
933,,,,,,,,,,,alters
934,,(2+0j),,,,,,,,,although
935,,,,,,,,(1+0j),(0.5+0j),,altimeter
936,,(2.6667+0j),(4+0j),,,,,(1+0j),(0.375+0j),,altitude
937,,(2.5+0j),,,,,,,,,alto
938,,(2.7143+0j),(3.7143+0j),,,,,,,,altogether
939,,(3.4+0j),,,,,,(1+0j),(0.15+0j),,aluminium
940,,,,,,,,,,,aluminium-magnesium
941,,(3.5+0j),,,,,,(1+0j),(0.2+0j),,aluminum
942,,,,,,,,0j,0j,,aluminum monument
943,,(3.4286+0j),,,,,,,,,alumni
944,(0.8999999999999999+0j),,,,,,,,,,alveolar epithelium
945,,(2.5714+0j),,,,,,,,,alvin
946,,(1.6667+0j),(2.5470888888888887+0j),0j,0j,,,,,,always
947,,(4.6667+0j),,,,,,,,,alzheimer
948,,(1.1429+0j),(1.61905+0j),,,0j,0j,,,,am
949,,,,,,,,(1+0j),(1+0j),,amalgam
950,,,,,,,,,,,amalgamated
951,,(2.5714+0j),,,,,,,,,amanda
952,,,,,,,,,,,amaranths
953,,(4.6667+0j),,,,,,,,,amarillo
954,,,,,,,,,,,amassed
955,,(3+0j),,,,,,,,,amateur
956,,(3+0j),(1.8333+0j),,,,,,,,amateurs
957,,(2.6+0j),,,,,,,,,amatuer
958,,(2.6+0j),,,,,,,,,amature
959,,(2.4286+0j),,,,,,,,,amazed
960,,(2.3333+0j),,,,0j,0j,,,,amazing
961,,,,,,(1+0j),(0.05+0j),,,,amazing adaptations
962,,(2+0j),,,,,,,,,amazon
963,,,,,,0j,0j,,,,amazonas
964,,,,(1+0j),(0.55+0j),,,,,,ambassadoe
965,,(3.4286+0j),,(0.9+0j),(0.1775+0j),(1+0j),(0.2+0j),,,,ambassador
966,,,,(1+0j),(0.05+0j),,,,,,ambassador yitzhak levanon
967,,(2.5714+0j),,,,,,0j,0j,,amber
968,,,,,,,,0j,0j,,amber room
969,,(4.1667+0j),,,,,,,,,ambien
970,,(3.3333+0j),,,,,,,,,ambient
971,,,(2.3333+0j),,,,,,,,ambiguity
972,,(3.2857+0j),(1.7143+0j),,,,,,,,ambiguous
973,,(2.7143+0j),,,,,,,,,ambition
974,,,(3+0j),,,(1+0j),(0.55+0j),,,,ambitions
975,,,,,,0j,0j,,,,ambitions to do things that humankind
976,,(2.8333+0j),(2.7143+0j),(1+0j),(0.5+0j),,,,,,ambitious
977,(0.34375+0j),,,,,,,,,,ambitious aims
978,,,,0j,0j,,,,,,ambitious deficit-cutting
979,(0.375+0j),,,,,,,,,,ambitious undertaking
980,,(2.5714+0j),,(0.5+0j),(0.175+0j),,,,,,ambulance
981,,,,,,,,,,,ambush
982,,,,(1+0j),(1+0j),,,,,,ambushed
983,,(3.1667+0j),,,,,,,,,amc
984,,(3.3333+0j),,,,,,,,,amd
985,,(2+0j),,,,,,,,,amen
986,,(3.7143+0j),,,,,,,,,amend
987,,(3.3333+0j),,,,,,,,,amended
988,,(3.2857+0j),,,,,,,,,amending
989,,(3.7143+0j),,,,,,,,,amendment
990,,(4.1429+0j),(2.4+0j),,,,,,,,amendments
991,,(3.5714+0j),,,,,,,,,amenities
992,,(1.5714+0j),,0j,0j,0j,0j,0j,0j,,america
993,,(2+0j),(2.5+0j),0j,0j,0j,0j,0j,0j,,american
994,,,,,,,,0j,0j,,american lacrosse conference
995,,,,0j,0j,,,,,,american optimism
996,,(2.5714+0j),,,,,,,,,americana
997,,(1.8571+0j),,0j,0j,0j,0j,,,,americans
998,,(2+0j),,,,,,,,,americas
999,,(3.8+0j),,,,,,,,,ames
1000,,,,,,,,,,,amet
1001,,(5+0j),,,,,,,,,amethyst
1002,,(3+0j),,,,,,,,,amherst
1003,,,,,,,,,,,amicable
1004,,(2.8333+0j),,(1+0j),(0.3833333333333333+0j),,,,,,amid
